Ind,Pri,Cmp,GLON,GLAT,Vmag,f_Vmag,SpType,pml,pmb,dpml,e_dpml,dpmb,e_dpmb,Dis,e_Dis,Rvel,dRVel,e_dRVel,Mass,dR,Prob,ra_y,ra_error_y,dec_y,dec_error_y,l_y,b_y,phot_g_mean_mag_y,bp_rp_y,bp_g_y,g_rp_y,teff_val_y,pmra_y,pmra_error_y,pmdec_y,pmdec_error_y,radial_velocity_y,radial_velocity_error_y,distance_y,distance_error_y,del_pmra,del_pmra_error,del_pmdec,del_pmdec_error,angular_sep_1,angular_sep_2,proy_sep,proy_sep_2,rel_vel,rel_vel_err
246,64532,64532,116.8,60.2,6.82,112, G1Va;BiN,-114.5,-0.3,,,,,25.3,0.3,-8.9,,,0.91,,,198.4050756058,0.0213359308,56.7081867054,0.0186592965,116.8130263593,60.1557511641,6.641918,0.78945255,0.34069347,0.44875908,5885.25,111.5493309655,0.0407875721,-18.7627898328,0.0369422502,-8.5825783655,0.1411310704,25.1886039124,0.0152356226,0,0.0815751442,0,0.0738845003,0,8.53773646251594E-07,0,4.76837158203125E-07,0,
246,64532,61946,125.8,61.3,8.27,, K3V;F/E,-121.7,15.2,14.3,1.7,1.3,1.7,23.4,0.4,-6.3,-3.6,1.2,0.78,2.0028,0.23,190.4364481836,0.024009008,55.72465104,0.0215577632,125.7783325368,61.3500012021,7.973305,1.1654558,0.5295234,0.63593245,4939.2666,122.6818937462,0.0469713736,-5.1368239753,0.0433026331,-10.0642346079,0.1471129019,22.7316477642,0.0161483005,-11.1325627807,0.0877589457,-13.6259658576,0.0802448832,4.5360398079,4.5360398079,3.1021785268,3.1021785268,1.6911209328,0.0089371207
250,65775,65775,98.4,73.1,7.64,159, G0;OtH,109.1,79.9,,,,,38,0.9,-9.6,,,0.95,,,202.2629100063,0.0219973562,42.2381845296,0.0224243252,98.4138886177,73.0527024904,7.4919796,0.745965,0.31561184,0.43035316,6000,-132.2902577803,0.0382536558,-18.1763676247,0.0442998519,-9.5010078324,0.1659697423,40.1572594306,0.0588974332,0,0.0765073115,0,0.0885997038,0,0,0,0,0,
250,65775,65469,94.2,76.3,10,, K3V;OtH,92.3,90.8,9.8,1.5,-0.6,1.5,39.9,2.4,-7,-2.1,10,0.71,2.2535,0.36,201.2826259176,0.0175502102,38.922367141,0.0201660014,94.2393553284,76.2686849281,9.675173,1.2684431,0.5800066,0.6884365,4787.8804,-124.7132597644,0.0269050533,-27.3772679608,0.0386050375,-7.3278628072,0.5904446194,42.6299515102,0.0617762757,-7.5769980159,0.0651587091,9.2009003361,0.0829048894,3.3983018827,3.3983018827,3.4834858765,3.4834858765,2.0741593887,0.0037156122
251,65808,65808,311.6,26.7,7.26,140, G7IV-V;OtH,-214.3,-38.5,,,,,33,0.8,-17.9,,,0.91,,,202.3368805848,0.0431143428,-35.5713041057,0.0355177844,311.551409882,26.6651522288,7.0773654,0.8770361,0.38530636,0.49172974,5643.5,-205.9538072584,0.079002202,-71.5151381206,0.0793766898,-17.5348459262,0.1443903685,32.3849504155,0.0519969533,0,0.158004404,0,0.1587533795,0,0,3.41230899798912E-07,0,0,
251,65808,68772,317.9,20.8,9.88,, K4Vk:;UnK,-213.1,-39.5,9.4,1.9,-2.1,1.9,34.2,2,,,,0.65,4.7252,0.19,211.138573431,0.0465636521,-39.9033857058,0.0368532685,317.8507680427,20.8407684904,9.49511,1.340725,0.6251259,0.71559906,4676.55,-194.2223009831,0.0869088725,-101.8349053235,0.0838039396,,,35.2447605016,0.0632576644,-11.7315062753,0.1659110745,30.3197672029,0.1631806294,8.1924671524,8.1924671524,5.6102177286,5.6102177286,6.0971390788,0.0330452525
252,66121,66121,305.2,-14.9,6.52,93, F8VFe-;BiN,-387,-89.1,,,,,35.2,0.6,-28.9,,,1.08,,,203.2995525455,0.1124380636,-77.5700461053,0.1884325754,305.2449248632,-14.8862317208,6.3867188,0.64040756,0.26760674,0.37280083,6374,-367.9396290769,0.1791934374,-152.7394321106,0.3018443836,-28.899515106,0.2188120588,34.7147510166,0.0806547569,0,0.3583868748,0,0.6036887673,0,0,0,0,0,
252,66121,65302,304.2,-18.5,7.88,, G5VFe-;OtH,-376.3,-101.1,-14.2,1.8,3.4,1.8,34.7,0.6,7.3,-34.1,0.3,0.83,2.3146,0.41,200.7400250018,0.0253458518,-81.3107536267,0.0237844229,304.1836116333,-18.5157113003,7.705548,0.84951925,0.36661768,0.48290157,5653.5,-360.5089485619,0.0508571896,-148.4481515252,0.0453244795,7.2730914321,0.1917110448,34.7056924061,0.0327850584,-7.4306805149,0.230050627,-4.2912805854,0.3471688631,3.7690905264,3.7690905264,2.2829501538,2.2829501538,1.429816356,0.1499417335
253,67246,67246,337.9,65.4,6.33,78, G0.5IV;BiN,-494.6,167.7,,,,,31.7,0.4,-30.9,,,1.03,,,206.7357992452,0.0341810205,6.3498993635,0.029049724,337.8434742322,65.3875241907,6.168923,0.7970052,0.344419,0.45258617,5912,-510.4469988734,0.0706130808,-110.2247932785,0.0638396775,-30.4178173955,0.1953339811,31.4893538467,0.0387210977,0,0.1412261616,0,0.1276793549,8.53773646251594E-07,0,0.000000427,0,0,
253,67246,67291,338.1,65.3,10.02,, M0V;OtH,-495.4,167.4,1.8,2.4,1.7,2.3,30.8,1.5,-25.3,-5.8,2.5,0.65,0.075,1,206.8677923925,0.0418549075,6.3151794184,0.0275974333,338.0704210559,65.2903187945,9.5313635,1.4900742,0.7070961,0.78297806,4444.2,-509.4402425881,0.0833659381,-111.0215273129,0.0605344332,-30.6685970207,0.1500618955,31.3316385293,0.0450398282,-1.0067562854,0.1539790189,0.7967340344,0.1243741106,0.1357044938,0.1357044938,0.1743810979,0.1743810979,0.5327972035,0.1809921746
254,67389,67389,315.4,24.4,6.73,104, F2V;UnK,32.8,-15.7,,,,,44.4,1,,,,1.25,,,207.174577156,0.0442804148,-37.1274443327,0.0311930837,315.4287009557,24.3508850808,6.620258,0.5593314,0.23693895,0.32239246,6665.5,33.7736318003,0.0742583284,-6.3348337388,0.0632725095,19.4554528735,0.658179904,46.4063222752,0.1042171713,0,0.1485166567,0,0.126545019,0,0,0.000000489,0,0,
254,67389,67203,316.7,30.9,8.21,, G1V;OtH,27.8,-23.8,5.4,1.9,11.1,5.7,50.3,2.1,-1.9,,,0.97,5.1752,0.1,206.5736677635,0.0535793211,-30.4745499785,0.0408046848,316.7115578032,30.925130311,8.053595,0.7870889,0.33392048,0.4531684,5893,33.7584989072,0.1033355188,-15.7701081744,0.0955002058,-1.6456712381,0.2340855867,45.9264992657,0.1154074604,0.0151328931,0.1775938472,9.4352744356,0.1587727153,6.6715580083,6.6715580083,5.3939221331,5.3939221331,2.0429591482,0.0258600575
255,68101,68101,312.3,7,6,62, G6IV-V;BiN,-98.3,-208.5,,,,,38.7,0.7,6.2,,,1.16,,,209.1369739506,0.1335158974,-54.7056408386,0.1258900605,312.3218379217,6.9747190609,5.774651,0.9757147,0.43842983,0.53728485,5290.8667,-40.2297956557,0.3739308128,-225.9754990318,0.2544083063,6.0028425856,0.9728610175,38.9312244554,0.2328019985,0,0.7478616255,0,0.5088166127,0,0,0,0,0,
255,68101,63353,304,7.2,9.79,, K6Vk:;OtH,-86.5,-212.2,-2.1,2.4,1.8,2.4,34.2,2.2,9.6,-1.1,0.4,0.64,5.5838,0.76,194.7281969331,0.0138899752,-55.6740754665,0.0219198066,303.9938954045,7.1822607042,9.318916,1.4692297,0.6978016,0.7714281,4472,-80.7824728407,0.0345127886,-216.8400587142,0.0384230784,9.7319350192,0.1822560124,32.2011325832,0.0356419138,40.5526771849,0.4084436014,-9.1354403175,0.2928313847,8.2669593335,8.2669593335,8.4467384684,8.4467384684,9.9126435617,0.2107847653
258,69230,69230,39.1,72.5,8.55,215, G2V;OtH,-38.4,-22.6,,,,,48.4,2.1,-20.1,,,0.87,,,212.6123383231,0.0269635907,27.6324351875,0.0299013099,39.1400177349,72.4713801863,8.377131,0.8370552,0.35505486,0.48200035,5700,22.3125044308,0.0718715452,-40.7550807754,0.0728513085,-19.7295837973,0.1454816142,48.3198263004,0.0921331143,0,0.1437430903,0,0.1457026169,0,8.53773646251594E-07,,9.5367431640625E-07,0,
258,69230,69787,62.8,70,10.57,, K5V;UnK,-30.1,-14.8,-3.1,3.3,2.4,3.4,52.1,6.8,,,,0.67,6.728,0.29,214.2589892251,0.0130873723,35.468702716,0.0176840579,62.8003401753,69.9598481177,10.214253,1.346694,0.6245136,0.72218037,4671.0103,20.5001242513,0.0242110768,-26.1150020655,0.0390532695,-14.8743274441,0.202885021,52.721757853,0.0743591782,1.8123801794,0.0960826219,-14.6400787098,0.1119045779,7.9605017961,7.9605017961,8.2748826767,8.2748826767,2.8107356139,0.0007360492
259,69518,69518,88.1,64.8,7.17,134, G0;OtH,102.1,97.4,,,,,37.4,0.5,-14.9,,,1.09,,,213.4629813221,0.0208938638,46.3252061896,0.0238147476,88.0791222375,64.8344909377,7.038316,0.6936383,0.29436684,0.3992715,6176,-141.1325009509,0.0390410332,9.0793430458,0.0435983252,-14.9163697066,0.1674620864,39.3106814661,0.0469933891,0,0.0780820664,0,0.0871966504,8.53773646251594E-07,0,5.85774801167055E-07,0,0,
259,69518,65775,98.4,73.1,7.64,, G0;OtH,109.1,79.9,13.6,1.3,9.1,1.4,38,0.9,-9.6,-1.6,0.6,0.95,5.8734,0.41,202.2629100063,0.0219973562,42.2381845296,0.0224243252,98.4138886177,73.0527024904,7.4919796,0.745965,0.31561184,0.43035316,6000,-132.2902577803,0.0382536558,-18.1763676247,0.0442998519,-9.5010078324,0.1659697423,40.1572594306,0.0588974332,-8.8422431706,0.0772946889,27.2557106705,0.0878981771,8.9884385841,8.9884385841,6.2839235457,6.2839235457,5.2759047572,0.024620125
264,73365,73365,77.3,58.7,8.64,220, K0;UnK,103.6,-12.2,,,,,33.9,0.9,,,,0.81,,,224.886977775,0.0216671112,45.4646064657,0.0197523953,77.2560518311,58.6736634925,8.402309,1.0426855,0.46281338,0.57987213,5210.1,-33.6804318497,0.0426070279,100.0457731938,0.0437419968,-18.9405369412,0.1446628284,33.745024038,0.0272736387,0,0.0852140559,0,0.0874839936,0,0,0,0,0,
264,73365,73360,77.2,58.7,10.62,, M0;OtH,106.5,-10.8,-2.8,1.7,-1.3,1.7,33.6,1.7,-6,,,0.33,0.0104,1,224.8772466408,0.0190500932,45.4484627004,0.0180406044,77.2333622462,58.686629082,9.993,1.598546,0.77180576,0.82674026,4199.95,-35.3208652156,0.0366884434,101.0735557843,0.0389492727,-18.9913242945,0.259701779,33.7678658468,0.023776383,1.6404333659,0.0792954714,-1.0277825905,0.0826912695,0.0175275254,0.0175275253,0.02506762,0.02506762,0.3190519048,0.0243139519
265,73427,73427,336.9,29.8,9.92,263, M1;UnK,-179.4,89.4,,,,,30.7,1.4,,,,0.63,,,225.0798831427,0.0343417076,-24.4542021692,0.0290670003,336.9309904959,29.777125217,9.404746,1.5518227,0.74566555,0.8061571,4239.8154,-199.5757220818,0.0764444052,-27.9112130447,0.0697980375,-26.6030830784,0.9217982169,27.5242833136,0.0291890932,0,0.1528888104,0,0.139596075,0,8.53773646251594E-07,,4.76837158203125E-07,0,
265,73427,74815,338.2,24.7,11.08,, K7Ve;YnG,-190.5,75.4,13.4,5.8,9.4,7.7,29.4,3.3,-25.2,,,0.55,2.7945,0.11,229.3369011145,0.0459088778,-27.9975117279,0.029684344,338.2265415845,24.6974002694,10.17099,1.7366581,0.8540468,0.8826113,4150.9326,-201.1533434596,0.0956651598,-50.0981001037,0.0724586169,-15.8253212237,7.821345419,34.6290877811,0.0572271002,1.5776213779,0.172109565,22.1868870591,0.1422566544,5.2085414802,5.2085414802,7.6386856987,7.6386856987,8.356862836,0.0492248274
270,74666,74666,53.1,58.4,3.46,8, G8III;VaR,-113.2,-81.6,,,,,37.3,0.2,-11.9,,,1.61,,,228.8761131376,0.3069006607,33.3143510065,0.2902645779,53.1114911862,58.4308812588,3.053063,1.2199457,0.8011606,0.4187851,4707.25,82.5493912251,0.5540391707,-111.9092631176,0.5603061902,,,37.3417600584,0.5307362998,0,1.1080783413,0,1.1206123803,0,0,0,0,0,
270,74666,74674,53.1,58.4,7.8,, G0Vv;BiN,-111.7,-80.7,-1.4,1.7,-1,1.7,37,1,-12.1,0.2,1.3,0.89,0.019,1,228.9102139292,0.0190369906,33.3204480898,0.0219271968,53.1216448043,58.4022296061,7.6647086,0.7843385,0.33003092,0.45430756,5850,82.7756683438,0.0402190471,-110.0399174447,0.0442936818,-11.8343642604,0.1815692109,36.9483508467,0.0419409418,-0.2262771187,0.5942582177,-1.8693456729,0.604599872,0.0291409808,0.0291409808,0.393862556,0.393862556,0.5486104029,0.2610438606
271,75104,75104,49.7,57.3,6.9,117, F5;OtH,132.4,183.2,,,,,43.5,1.1,-27.3,,,1.21,,,230.2077521476,0.0160200938,31.4807069363,0.0188756926,49.6732375765,57.2981685476,6.7754784,0.649539,0.27549648,0.3740425,6350.75,-179.3390685146,0.0357526298,139.0581102795,0.0389709129,-26.8197113332,0.1698771636,45.8854116191,0.0554586372,0,0.0715052595,0,0.0779418257,0,0,4.83481373092179E-07,0,0,
271,75104,75011,50.3,57.6,9.03,, K0;VaR,136.9,184.5,-1.9,2.1,-2,2.1,42.2,2.2,-26.2,-0.8,0.9,0.83,0.3337,1,229.9163389331,0.0151453977,31.8431088245,0.0208263076,50.3323931815,57.5568775831,8.801933,1.0116329,0.44475842,0.5668745,5203,-181.0213624864,0.0330344312,139.5732586044,0.0416252687,-26.3232834104,0.1906020789,45.4325129657,0.0570241337,1.6822939719,0.068787061,-0.515148325,0.0805961816,0.4391562052,0.4391562052,0.5723529044,0.5723529044,0.1891222022,0.1009033493
274,75281,75281,19.3,52.1,7.91,177, G0;OtH,-148.8,230.7,,,,,45.1,2.1,-49,,,0.87,,,230.7157509163,0.0518229452,13.3663117368,0.0600416188,19.3243731683,52.0987228153,7.744474,0.81788063,0.34768534,0.4701953,5801.5,-271.0780741005,0.1106254336,-27.1272563575,0.1739237563,-48.9969839676,0.1656140691,47.9381812737,0.2423719154,0,0.2212508671,0,0.3478475126,0,8.53773646251594E-07,,9.5367431640625E-07,0,
274,75281,75978,26.6,52,10.81,, -;UnK,-92.8,242.8,-13.7,2.3,0.3,2.2,45,5.3,,,,0.52,3.5372,0.89,232.7432167721,0.028077789,17.4147131213,0.0248882764,26.6364355014,52.0079555946,10.337927,1.4843235,0.70250416,0.78181934,4425.3633,-263.0391329147,0.0553596788,5.3513858937,0.0634341109,-39.059074326,0.1968472124,45.5265263313,0.0747782119,-8.0389411858,0.1659851123,-32.4786422512,0.2373578672,4.4954042625,4.4954042625,4.3868221609,4.3868221609,8.7786896141,0.2227419495
276,76233,76233,359.3,38.7,6.52,94, F7V;OtH,-56.8,72.9,,,,,25.6,0.3,-37.3,,,1.08,,,233.5862948581,0.0405064798,-5.6950698153,0.0304679289,359.2817363242,38.7468530545,6.359705,0.74881935,0.32308388,0.42573547,6032,-93.5998729034,0.0932485436,5.5477859691,0.0733161384,-36.9455503317,0.1918001188,25.4913727129,0.0299819456,0,0.1864970872,0,0.1466322768,0,0,1.25623927965954E-07,0,0,
276,76233,78738,0,29.4,7.44,, G8V+;BiN,-57,31.9,3.6,1.8,-9.8,2,25.3,2.2,-31.8,-6.5,0.3,0.89,4.1941,0.14,241.107754488,0.0405776736,-11.4494783679,0.0191157125,359.9636835525,29.3628418095,7.2620473,0.9014096,0.39206743,0.5093422,5582,-61.5863160902,0.0803261751,-22.2493474065,0.0447277688,-31.7911583903,0.1521388397,27.8466600269,0.032827833,-32.0135568132,0.1735747187,27.7971333755,0.1180439072,9.4009143527,9.4009143527,4.9613072877,4.9613072877,4.8133761322,0.0097474538
279,76888,76888,355.9,33.7,9.27,252, F8;UnK,26,-57.6,,,,,49.2,13.1,,,,0.89,,,235.5001811689,0.0508247747,-11.1410910779,0.0339979973,355.9187525625,33.658639136,9.090439,0.7919817,0.33097458,0.46100712,5772.25,60.3392320367,0.1055371782,-23.8808313113,0.069489739,8.3862815796,0.505837576,109.5474447536,0.7381104495,0,0.2110743565,0,0.138979478,0,8.53773646251594E-07,4.08096033161861E-07,1.9073486328125E-06,0,
279,76888,75387,357.2,40.6,10.12,, K3V;UnK,34.7,-45.1,-8.5,2.4,-6.1,5.9,48.9,4.7,,,,0.74,6.0562,0.51,231.0711459789,0.0498317171,-5.6066037171,0.0330207178,357.1610172826,40.6470403952,9.836912,1.1387024,0.5099983,0.6287041,4940.3,54.6989473413,0.0951951684,-1.8914023154,0.0704857148,22.3707077329,0.1107829729,52.6792640008,0.1514334477,5.6402846954,0.2007323466,-21.9894289958,0.1399754538,7.0579573396,7.0579573396,57.6320152398,57.6320152398,21.3406689782,0.2903766863
282,78063,78063,97.1,42.9,9.54,257, G5;UnK,222.8,18.6,,,,,45.6,1.9,-1,,,0.8,,,239.0824073157,0.0193017211,63.8173926304,0.0187956379,97.1469667031,42.9126327193,9.309496,1.0724611,0.47467136,0.59778976,5039,-124.1107421344,0.0355078363,185.9378212604,0.0370267699,0.9995743527,0.2202988604,48.8124544036,0.0460765313,0,0.0710156726,0,0.0740535399,0,0,0,0,0,
282,78063,77852,97.7,43,11.28,, -;UnK,226.9,32.1,-3.9,3.2,-15.1,3.1,37.3,2.6,,,,0.31,0.3506,0.56,238.4513351755,0.066897246,64.1600436112,0.0718690788,97.7399906129,42.9873979976,10.576064,1.9053297,0.96581936,0.93951035,3971.96,-142.4002205614,0.1470513014,179.4287940295,0.1258625226,-17.3254410607,0.8740718958,32.4647163177,0.0551211901,18.289478427,0.1825591377,6.5090272309,0.1628892926,0.4404538236,0.4404538236,16.3506020655,16.3506020655,16.8593559716,0.119214864
283,79881,79881,348.6,15.4,4.8,28, A0V;OtH,-94.9,-45.6,,,,,41.3,0.4,-13,,,2.78,,,244.5744223652,0.2998990478,-28.614456149,0.170278369,348.5551657961,15.4078723191,4.7321324,0.021597862,0.057028294,-0.03543043,9332.5,-31.9705438975,0.5740409123,-101.2945279857,0.4818372356,,,43.4748945225,0.617569099,0,1.1480818245,0,0.9636744712,0,0,3.23913205582549E-07,0,0,
283,79881,81910,353.8,12.4,6.72,, G2/G3V;OtH,-90.2,-49.2,0.4,1.4,2,1.4,46.4,0.9,47.9,-62,0.5,1.2,4.2782,0.17,250.9642164937,0.0619053863,-26.8093811981,0.0394651966,353.8035027063,12.3590109997,6.555523,0.81481266,0.35174847,0.4630642,5809,-19.6452488411,0.1162984896,-101.6780810542,0.0601199747,48.0357864716,0.1413529233,47.0614942189,0.1526691888,-12.3252950564,0.6903394019,0.3835530684,0.5419572103,5.9368678306,5.9368678306,5.9001018147,5.9001018147,2.8544641436,0.1914916305
284,79958,79958,329.5,-3.7,9.25,251, K3Ve;YnG,17.3,9,,,,,27.2,0.9,1.8,,,0.69,,,244.816098828,0.0370721026,-55.5046551787,0.0210171971,329.481251054,-3.7379609327,8.956034,1.3100166,0.59259987,0.71741676,4954.6953,5.6689579176,0.0665726705,18.4117294873,0.0510284901,-0.3101825396,0.5225496829,28.1131835454,0.0289150993,0,0.1331453409,0,0.1020569802,0,0,0,0,0,
284,79958,80365,327.2,-6.9,11.18,, R;UnK,-3.6,-2,21.5,6.8,11.6,6.8,36.6,23,-43.9,45.5,10,0.21,1.849,0.92,246.0777536017,0.0359660864,-59.3440700666,0.0214375808,327.2231691742,-6.9234758773,10.075367,1.2256126,0.5392895,0.68632317,4890,-3.2052247163,0.0630874174,-5.5720166524,0.0517339049,,,7649.5244070271,2501.3236281045,8.8741826339,0.1296600879,23.9837461397,0.102762395,3.8988571766,3.8988571766,7621.4765273652,7621.4765273652,235.7893454158,73.5017823395
285,80218,80218,9.7,30.2,7.34,145, G0;BiN,-189.4,-35.5,,,,,27.6,0.5,-20.7,,,0.87,,,245.6360012755,0.0491775887,-4.2500082755,0.0305353041,9.6901766015,30.2055513412,7.1476,0.8887601,0.3889799,0.49978018,5574.5,-79.0291689515,0.108009248,-176.793076817,0.0647100311,-20.1666719727,0.1490271595,26.916590271,0.0372030312,0,0.2160184961,0,0.1294200621,0,0,2.83612363145117E-07,0,0,
285,80218,81084,6.6,24.9,11.3,, K9Vkee;UnK,-182.4,-51.6,-13,2.9,-2.8,2.8,30.7,2.3,,,,0.48,2.8785,0.4,248.423090775,0.0336096578,-9.5540814343,0.0172970756,6.6301184303,24.8734767921,10.524792,1.8670444,0.9352846,0.93175983,4080.3167,-64.8994547942,0.0749580056,-177.8659708474,0.0344587546,-14.5031281007,0.5241623629,31.0880710653,0.034871826,-14.1297141573,0.1829672536,1.0728940304,0.0991687857,5.9819019194,5.9819019194,5.1491813025,5.1491813025,3.6938218741,0.0468363276
288,81605,81605,60.4,41.4,8.61,218, G5;UnK,31.2,-29.5,,,,,44.6,1.7,-32.2,,,0.84,,,249.9865523912,0.0298775951,37.5178449296,0.0356120722,60.3590132919,41.3645886428,8.435296,0.8950558,0.38364315,0.5114126,5535.6665,33.5496121739,0.0635868668,29.1806220086,0.0743692894,-31.8854463217,0.4693365309,45.3001409737,0.0774151238,0,0.1271737335,0,0.1487385787,0,0,4.77314544785436E-07,0,0,
288,81605,78074,59.9,50,10.52,, -;UnK,36.4,15.4,-6,3.8,-21.6,4.3,44.4,2.5,,,,0.65,6.7098,0.24,239.113993244,0.0167087567,37.5091862768,0.0220688432,59.9165074419,49.9784994954,10.154561,1.3647089,0.63646793,0.72824097,4602.987,-9.1917211546,0.0361433885,36.6687555345,0.0599319439,-52.5421381046,0.3933152266,47.3115577157,0.0533195304,42.7413333285,0.0997302553,-7.4881335259,0.1343012332,8.6194154907,8.6194154907,7.2428134878,7.2428134878,9.4781081293,0.041306029
290,82210,82210,85.7,39.2,8.41,200, G0;OtH,42.5,-27.9,,,,,43.6,1.4,-0.4,,,0.84,,,251.9231235494,0.032306707,56.892683829,0.0359671552,85.7420276337,39.1875840924,8.250359,0.83417034,0.36026764,0.4739027,5761.3335,18.2579287445,0.05843395,44.5631734296,0.0709637501,-0.5141849531,0.1647910127,45.4377822478,0.0782062733,0,0.1168679,0,0.1419275002,,0,,0,0,
290,82210,83654,87.8,36.5,8.65,, G5;UnK,51.1,-29.3,-9.1,1.9,0.5,1.8,43.5,1.2,,,,0.85,2.4038,0.87,256.4675141136,0.0257324757,58.9282827879,0.0300408142,87.8266594339,36.4939363732,8.442266,0.96551466,0.42295647,0.5425582,5366,22.957763288,0.0504419175,54.9430779084,0.057811416,-38.7953085999,0.1663442174,41.7454502632,0.0488626465,-4.6998345436,0.1088758675,-10.3799044788,0.1287751661,3.1566496342,3.1566496342,4.4033347585,4.4033347585,1.4139279624,0.0655045823
292,84182,84182,11.7,16.6,7.57,156, G0;OtH,52.9,-84.6,,,,,42.9,1.1,-0.7,,,1.01,,,258.1314463159,0.0483652213,-10.2781228789,0.0408887267,11.7416395412,16.5563738551,7.4241896,0.68208456,0.2851386,0.39694595,6195,99.2757871709,0.0971151672,-2.0107521586,0.0668337123,-0.199408313,0.2564833318,44.2676079914,0.1192393867,0,0.1942303344,0,0.1336674245,8.53773646251594E-07,8.53773646251594E-07,4.94729071759503E-07,6.74349576174305E-07,0,
292,84182,83181,12.4,20.6,7.98,, G0;OtH,36.1,-93.4,16.5,1.8,9,1.8,44.5,1.6,0.3,-2.1,0.4,0.99,3.0933,0.37,255.0073375274,0.0397746298,-7.5317465333,0.0266153371,12.4245208344,20.6365812094,7.8124313,0.81152916,0.34380436,0.4677248,5764.967,98.1072977684,0.0966924918,-20.2633387225,0.0654569423,0.5239758257,0.1620061244,43.346665048,0.0951722715,1.1684894025,0.1938076591,18.2525865639,0.1322906546,4.1311931402,4.1311931402,3.2893173976,3.2893173976,3.8049619291,0.041869577
293,84183,84183,92.5,35.1,5.54,44, F0IV;OtH,43.9,-24.3,,,,,43,0.4,-5,,,1.36,,,258.1359049738,0.1008278405,62.8745366656,0.1185811822,92.5052856422,35.137785824,5.4936275,0.10861635,0.1373601,-0.028743744,7851.5,15.9305675044,0.2272424871,47.640204956,0.2388897599,,,43.944259283,0.1901906755,0,0.4544849742,0,0.4777795199,0,0,0,0,0,
293,84183,83654,87.8,36.5,8.65,, G5;UnK,51.1,-29.3,-7.8,3.7,7.7,1.9,43.5,1.2,,,,0.85,3.0267,0.23,256.4675141136,0.0257324757,58.9282827879,0.0300408142,87.8266594339,36.4939363732,8.442266,0.96551466,0.42295647,0.5425582,5366,22.957763288,0.0504419175,54.9430779084,0.057811416,-38.7953085999,0.1663442174,41.7454502632,0.0488626465,-7.0271957836,0.2776844046,-7.3028729524,0.2967011759,4.0284501128,4.0284501128,3.7282251465,3.7282251465,1.5502467376,0.1325570422
296,85285,85285,3.8,7.7,8.37,198, G4V;UnK,-33.5,-24,,,,,47.1,2,,,,0.91,,,261.4025956869,0.0543185757,-21.631961807,0.0441100136,3.750774282,7.7316999212,8.205513,0.82266474,0.34716225,0.4755025,5760.3,0.2727056068,0.1112601514,-39.2278847523,0.0773023885,47.6965048641,0.166367482,50.1354186146,0.1523551386,0,0.2225203027,0,0.154604777,0,0,,0,0,
296,85285,84936,2.1,7.8,8.7,, G1V;UnK,-26.2,-18.1,-8.6,2.4,-6,2.1,55.2,4.6,,,,0.9,1.3184,0.7,260.3817163278,0.0708390926,-22.9260658794,0.0599703715,2.1353232891,7.8026384441,8.551027,0.7805128,0.32765007,0.45286274,5905,0.1608303718,0.131649866,-31.6784105336,0.0951756095,-28.912832752,0.2542089567,60.1609898094,0.2836910188,0.1118752351,0.2429100174,-7.5494742187,0.172477998,1.602200067,1.602200067,10.1425090124,10.1425090124,0.2895529748,0.0296042889
298,85620,85620,93.4,33.1,7.66,161, F9V;OtH,-184.5,15.5,,,,,45.2,1,-34.3,,,0.98,,,262.4352255773,0.0228573714,63.8518697767,0.0250403341,93.3923203205,33.1058194355,7.519054,0.736526,0.3154683,0.4210577,6033.6665,1.5334551363,0.0490938501,-182.0612407358,0.0531743142,-34.0183458852,0.1600177077,45.7380434768,0.0505157917,0,0.0981877003,0,0.1063486284,0,0,0,0,0,
298,85620,85575,93.4,33.2,8.42,, G0;UnK,-179.9,16.2,-4.5,1.7,-0.5,1.7,45.2,1.1,,,,0.87,0.0423,1,262.3190881558,0.0265322191,63.868352915,0.0288055373,93.4176569025,33.1552104011,8.251384,0.8583908,0.3731289,0.48526192,5730.6665,0.8643963375,0.0529193675,-181.9670384422,0.0596051679,-33.7162743857,0.18313976,45.6627320494,0.0599133186,0.6690587987,0.1020132176,-0.0942022936,0.1127794821,0.0537554848,0.0537554848,0.0866614677,0.0866614677,0.1687298913,0.0555101599
